Pallet,"Month, Year",Timestamp,Item (ex. Surgical Gloves),Manufacturer ,Quantity (ex. 200),Expiration date (ex. 12/31/2024),Category,Notes,Pallet Number (Blueprints member will give this),Box Number (Blueprints member will give this)
,,2/9/2024 17:40:12,MRI implantable port,band access systems,1,12/31/2023,Catheters/tubing,,12,33
,,2/9/2024 17:40:15,Jejunal feeding tube ,Avanos,1,10/27/2023,Catheters/tubing,,12,33
,,2/9/2024 17:40:15,adapters,clave,30,9/1/2028,Diagnostic,,12,34
,,2/9/2024 17:40:21,fixed pressure valve,codman,1,7/31/2023,Catheters/tubing,,4,33
,,2/9/2024 17:40:21,Pinnacle ,Terumo,1,5/1/2023,Catheters/tubing,,12,33
,,2/9/2024 17:40:25,Biopsy Needle Set,Cook Med,1,,Surgical,,12,37
,,2/9/2024 17:40:42,nasal gastric feeding tube,avanos,1,1/13/2026,Catheters/tubing,,12,34
,,2/9/2024 17:41:08,Ebelization Coil,Cook Med,2,12/11/2023,Surgical,,12,37
,,2/9/2024 17:41:49,connector,vy con,30,3/17/2028,Diagnostic,,12,34
,,2/9/2024 17:41:54,Biopsy Needle Set,Cook Med,1,12/27/2024,Surgical,,12,37
,,2/9/2024 17:42:42,blood collection tubes,BD,200,11/30/2024,Diagnostic,,12,34
,,2/9/2024 17:42:56,Trays,,50,,Catheters/tubing,,12,37
,,2/9/2024 17:43:03,Ansel modification ,Flexor,1,1/20/2024,Catheters/tubing,,12,33
,,2/9/2024 17:43:50,extension set,mini one,1,6/1/2025,Catheters/tubing,,12,34
,,2/9/2024 17:44:00,Catheter,BD,2,,Catheters/tubing,,12,37
,,2/9/2024 17:44:40,Pipe Cleaner ,,60,,Hygiene,,12,37
,,2/9/2024 17:45:18,Endovascular Snare System,,1,,Surgical,,12,37
,,2/9/2024 17:46:13,Pressure Tubing ,,1,,Surgical,,12,37
,,2/13/2024 16:12:15,Compressor Nebulizer,Henry Schein,1,,Diagnostic,,13,1
,,2/13/2024 16:13:36,Blood Collection Set,BD,1,3/31/2025,Other,,13,1
,,2/13/2024 16:13:42,Criterion Examination Gloves,Henry Schein,800,9/1/2024,Surgical,,13,1
,,2/13/2024 16:13:49,Safety Blood Collection Set + Luer Adapter,Grinder Bio One,150,5/27/2025,Catheters/tubing,,13,1
,,2/13/2024 16:14:48,Sterile Disposable Safety Scalpel,Medline,100,4/30/2024,Surgical,,13,1
,,2/13/2024 16:15:30,FOB Enhanced Readability Test Kit,Henry Schein,1,5/31/2025,Diagnostic,,13,1
,,2/13/2024 16:15:31,Safety Blood Collection Set + Luer Adapter 23G,Greiner Bio One,150,11/2/2024,Catheters/tubing,,13,1
,,2/13/2024 16:15:52,Dyna Lube Sterile,Dynarex,720,7/31/2024,Other,,13,1
,,2/13/2024 16:17:10,Alcohol Prep Pads,Mckesson,800,9/1/2023,Hygiene,,13,1
,,2/13/2024 16:17:16,Cotton Balls,Amazon,200 in 1 bag,,Bandages/gauze,,13,1
,,2/13/2024 16:17:18,Mailing Envelope Kit,Immunostics,1,,Diagnostic,,13,1
,,2/13/2024 16:18:15,Sheer Strip Bandaids,Henry Schein ,200,5/4/2024,Bandages/gauze,,13,1
,,2/13/2024 16:18:56,Flexible Fabric Strips,Henry Schein,200,3/14/2024,Bandages/gauze,,13,1
,,2/13/2024 16:19:10,Plastic containers,No manufacturer listed,1 bag ,,Other,,13,1
,,2/13/2024 16:19:50,Plastic Bags,No manufacturer listed,2,,Other,,13,1
,,2/13/2024 16:20:54,Procedure Masks,Henry Schein ,50,,Hygiene,,13,1
,,2/13/2024 16:21:32,Wrap,No manufacturer listed,1 bag ,,Bandages/gauze,,13,1
,,2/13/2024 16:22:01,Eye Test Chart,Good lite,2,,Other,,13,1
,,2/13/2024 16:22:27,Urine Sample Collectors,No manufacturer listed,15,,Diagnostic,,13,1
,,2/13/2024 16:23:14,Sterile Polyester Tipped Applicators,Puritan,1 bag,1/1/2025,Surgical,,13,1
,,2/13/2024 16:23:57,Swabs,FloqSwabs,1 bag ,6/30/2024,Bandages/gauze,,13,1
,,2/13/2024 16:30:30,Cloth Surgical Tape,Henry Schein,120,,Bandages/gauze,,13,2
,,2/13/2024 16:30:53,24 Hour Urine Containers,No manufacturer listed,5,,Diagnostic,,13,2
,,2/13/2024 16:31:30,Gauze Pads,Henry Schein ,200,,Bandages/gauze,,13,2
,,2/13/2024 16:32:27,Earloop Procedure Masks,Henry Schein,150,,Hygiene,,13,2
,,2/13/2024 16:32:32,Safety Needle,Duopress,200,5/19/2024,Syringe/needles,,13,2
,,2/13/2024 16:33:12,Staple removal kit ,Cardinal Health,46,10/1/2024,Surgical,,13,2
,,2/13/2024 16:33:20,Paper Surgical Tape,Henry Schein,60,,Surgical,,13,2
,,2/13/2024 16:33:21,Syringe Needle,VanishPoint,50,12/28/2025,Syringe/needles,,13,2
,,2/13/2024 16:34:18,All Gauze Sponges,Henry Schein,600,,Bandages/gauze,,13,2
,,2/13/2024 16:34:27,Hypodermic Needle Pro Safety Device ,Smiths Medical,25,8/23/2026,Surgical,,13,2
,,2/13/2024 16:35:21,Disposable syringes without needle,Tkmd,2 bags,7/6/2026,Syringe/needles,,13,2
,,2/13/2024 16:35:31,Suture Removal Kit with PVP,Henry Schein,1,6/8/2023,Other,,13,2
,,2/13/2024 16:36:17,Bare Hypodermic syringe 1 mL,DPS,300,11/29/2025,Syringe/needles,,13,2
,,2/13/2024 16:36:42,Bare hypodermic syringe ,DPS,1 bag,11/29/2025,Syringe/needles,,13,2
,,2/13/2024 16:36:50,Hypodermic Safety Needle,DropSafe,75,8/1/2026,Syringe/needles,,13,2
,,2/13/2024 16:37:10,Disposable Syringe Without Needle,TKMD,200,4/3/2026,Syringe/needles,,13,12
,,2/13/2024 16:37:56,Laceration Tray,Henry Schein,4,9/30/2024,Surgical,,13,2
,,2/13/2024 16:38:04,Small Nitrile Examination Gloves,Henry Schein,100,2/1/2024,Hygiene,,13,2
,,2/13/2024 16:38:10,Safety Needle,Caina,18,3/31/2026,Syringe/needles,,13,2
,,2/13/2024 16:38:55,Face Shield,No manufacturer listed,2,,Diagnostic,,13,2
,,2/13/2024 16:38:58,Medium Nitrile Examination Gloves,Henry Schein ,700,5/1/2024,Hygiene,,13,2
,,2/13/2024 16:39:22,Skin staple remover,Busse,5,6/30/2025,Surgical,,13,2
,,2/13/2024 16:39:38,Face Shield,No manufacturer listed,1,,Hygiene,,13,2
,,2/13/2024 16:40:04,Infant Heel Warmer,MediChoice,25,7/17/2023,Diagnostic,,13,2
,,2/13/2024 16:40:33,Safety Needle,Henry Schein,100,8/15/2026,Syringe/needles,,13,2
,,2/13/2024 16:40:36,Alcohol Prep Pad,Medline,4,,Hygiene,,13,2
,,2/13/2024 16:40:55,Disposable Nitrile Gloves xs,Test Equity,100,6/1/2023,Hygiene,,13,2
,,2/13/2024 16:41:48,Particulate Respirator,3M,50,12/31/2022,Surgical,,13,2
,,2/13/2024 16:41:54,Medium Nitrile Examination Gloves,Gen X,100,10/1/2025,Hygiene,,13,2
,,2/13/2024 16:42:25,Disposable swabs,Jiangsu Changfeng ,1 bag,9/29/2024,Hygiene,,13,2
,,2/13/2024 16:42:42,Paper Measuring Tape,Henry Schein ,4000,,Other,,13,2
,,2/13/2024 16:43:02,Surgical Drapes,No manufacturer listed,150,,Diagnostic,,13,2
,,2/13/2024 16:43:50,Cotton Tipped Applicators ,Henry Schein,5,,Other,,13,2
,,2/13/2024 16:49:05,All-Gauze Sponges,Henry Schein,150,,Bandages/gauze,,13,3
,,2/13/2024 16:49:37,Cloth surgical tape ,Henry schein,5,,Surgical,,13,3
,,2/13/2024 16:49:39,Pediatric Single Use Specula,Welch Allyn,850,,Diagnostic,,13,3
,,2/13/2024 16:49:49,Cotton Tipper Applicators,Henry Schein,2000,,Surgical,,13,3
,,2/13/2024 16:50:11,Single Use Adult Specula,Welch Allyn,850,,Diagnostic,,13,3
,,2/13/2024 16:50:47,Disposable ear curette ,Henry Schein ,2,,Syringe/needles,,13,3
,,2/13/2024 16:51:12,Cotton Tipped Applicators,Henry Schein,200,,Other,,13,3
,,2/18/2024 10:39:39,Wipes,Diversey,160 wipes,10/2/2026,Hygiene,,14,1
,,2/18/2024 10:40:51,Catheter,icumedical,1,4/1/2024,Catheters/tubing,,P14,B3
,,2/18/2024 10:41:07,Insolation Gown,Dukal Corporation,10,,PPE,,14,4
,,2/18/2024 10:41:12,Blood Collection Tubes ,BD,300,1/31/2024,Catheters/tubing,,14,2
,,2/18/2024 10:42:20,Aerosol Face Tent,teleflex ,47,2/16/2027,PPE,,P14,B3
,,2/18/2024 10:43:21,Reflex Skin Stapler ,Conmed,114,1/10/2028,Surgical,,14,5
,,2/18/2024 10:43:25,2% Chlorhexidine Gluconate Cloth,Stryker,24,1/19/2025,Hygiene,,14,6
,,2/18/2024 10:43:30,Skin and Nasal Antiseptic Swab,3M,12,,Bandages/gauze,,14,4
,,2/18/2024 10:44:22,Small Volume Nebulizer,VixOne,1,,Catheters/tubing,,14,4
,,2/18/2024 10:45:19,9NC Blood Collection Tubes,BD,200,1/31/2024,Catheters/tubing,Blue ones,14,6
,,2/18/2024 10:45:20,Blood collection tubes (PST Gel and Lithium Heparin ),BD,200,1/31/2024,Catheters/tubing,,14,6
,,2/18/2024 10:45:34,Pediatric Medium Concentration Oxygen Mask,Hudson RCI,18,3/15/2028,Catheters/tubing,,14,4
,,2/18/2024 10:46:34,SafetyGlide Needle,BD,1,1/31/2028,Syringe/needles,,14,4
,,2/18/2024 10:47:37,Magill Forceps,Centurion,20,6/30/2027,Surgical,,14,6
,,2/18/2024 10:50:23,Respiration Kit,Hudson RCI,1,12/7/2027,Other,,14,6
,,2/18/2024 10:50:27,Pediatric Oxygen Mask,Hudson RCI,23,3/15/2028,Catheters/tubing,,14,9
,,2/18/2024 10:50:58,Colostomy Bag,Hollister,20,,Other,,14,6
,,2/18/2024 10:51:20,Surgical Floor Mat,Aspen Surgical,1,,Surgical,,14,9
,,2/18/2024 10:51:53,IV Kit,BD,1,11/30/2028,Syringe/needles,,14,6
,,2/18/2024 10:51:54,Lavender Inhaler,Michigan Medicine,1,,Other,,14,6
,,2/18/2024 10:52:06,Dressing Forcep Serrated,Sklar,1,2/20/2026,Surgical,,14,6
,,2/18/2024 10:52:13,Loose scissors ,Pakistan U,1,2/18/2024,Other,"Scissors are loose, slightly sharp, and have no packaging",P14,B6
,,2/18/2024 10:52:18,Foley Tray System,SureStep,1,1/31/2026,Surgical,,14,9
,,2/18/2024 10:52:33,"Blade, Rusch Standard Miller #0 (kigreca)",Teleflex,1,3/29/0022,Surgical,,14,8
,,2/18/2024 10:52:42,Antimicrobial Incise Drape,3M,8,11/18/2023,Hygiene,,14,8
,,2/18/2024 10:53:24,Soap Dish,Medline,1,,Hygiene,,14,6
,,2/18/2024 10:53:24,,AuraStraight,9,3/25/2025,Catheters/tubing,,14,9
,,2/18/2024 10:53:36,Xero form Occlusive Gauze Strip,Covidien,1,6/30/2021,Bandages/gauze,,14,6
,,2/18/2024 10:53:44,VaPro Plus Pocket,Hollister,1,1/20/2023,Other,,14,6
,,2/18/2024 10:53:52,"Blade, Rusch Standard Miller #1 (cozmo)",Teleflex,1,3/27/0022,Surgical,,14,8
,,2/18/2024 10:54:20,Blunt Fill Needle Filter,BD,1,9/30/2028,Syringe/needles,,14,6
,,2/18/2024 10:54:29,"Blade, Rusch Standard Miller #3",Teleflex,1,2/13/0022,Surgical,,14,8
,,2/18/2024 10:54:52,Minor Dry Skin Prep Tray,Medline,1,2/28/2027,Bandages/gauze,,14,9
,,2/18/2024 10:55:10,"Blade, Rusch Standard Miller #2 (cozmo)",Teleflex,1,10/3/0021,Surgical,,14,8
,,2/18/2024 10:55:47,Wound pouches ,Eakin,1,,Hygiene,,14,6
,,2/18/2024 10:56:09,Suction catheter,MediChoice,1,10/1/2027,Catheters/tubing,,14,6
,,2/18/2024 10:56:14,Inner Cannula,Covidien ,4,2/10/2026,Catheters/tubing,,14,9
,,2/18/2024 10:56:28,247 Pediatric Underbody ,Gentherm ,9,,Other,,14,8
,,2/18/2024 10:57:08,Teal Surgical Pad,,2,,Hygiene,,14,10
,,2/18/2024 10:57:29,"Blade, Rusch Standard Macintosh #3 (cozmo)",Teleflex,1,8/24/0021,Surgical,,14,8
,,2/18/2024 10:57:59,,icumedical ,5,6/1/2023,Catheters/tubing,,14,9
,,2/18/2024 10:58:04,Surgical Gloves (large),Nimo PPE,100,1/31/2024,PPE,,14,10
,,2/18/2024 10:58:12,Gauze ,No manufacturer listed,10,,Bandages/gauze,,14,8
,,2/18/2024 10:58:15,"Blade, Rusch Standard Macintosh #4 (gladysa)",Teleflex,1,8/23/0021,Surgical,,14,8
,,2/18/2024 10:58:46,Diapers,P&G (Pampers),5,,Hygiene,,14,10
,,2/18/2024 10:59:02,"Blade, Rusch Standard Macintosh #2 (dburmei)",Teleflex,8,8/23/0021,Surgical,,14,8
,,2/18/2024 10:59:30,60mL Glass Bottle and Dropper,Centor,12,,Other,,14,10
,,2/18/2024 10:59:30,Surgical Gloves (L),MedChoice,150,,PPE,Expired,14,10
,,2/18/2024 10:59:31,"Smallbore Ext Set, Clamp, Rotating Luer",icumedical,3,5/21/2027,Catheters/tubing,,14,9
,,2/18/2024 10:59:50,Specimen Bag ,No manufacturer listed,200,,Other,,14,8
,,2/18/2024 11:00:07,Protective Underwear,Medichoice,16,,Hygiene,,14,10
,,2/18/2024 11:00:18,Cytology Brush,Cytosoft,200,,Hygiene,,14,9
,,2/18/2024 11:00:22,Protective Underwear/Diapers,MediChoice,1 pack - 20 diapers,,Hygiene,Small/Medium 34” - 46”,14,10
,,2/18/2024 11:00:55,Quilted Adult Briefs,Cardinal Health,18,,Other,,14,10
,,2/18/2024 11:01:01,Guaze Sponges,Medline,10,,Bandages/gauze,,14,9
,,2/18/2024 11:01:03,30 mL Glass Bottle,,3,,Other,2 extra droppers without bottles not included ,14,10
,,2/18/2024 11:01:53,Loose cups,Unknown ,15,,Other,,14,10
,,2/18/2024 11:02:00,Arm sling,DJO,1,,Other,,14,10
,,2/18/2024 11:02:01,IV monitoring kit neonatal,icumedical,1,9/1/2025,Catheters/tubing,,14,9
,,2/18/2024 11:02:13,Tube Caps,,~50,,Catheters/tubing,,14,10
,,2/18/2024 11:02:41,Quilted Adult Briefs,Cardinal Health,12,,Other,,14,10
,,2/18/2024 11:03:01,Pulse Oximeter Probe Wraps,Posey,12,,Diagnostic,,14,9
,,2/18/2024 11:03:03,Phone ,Med Pat ,1,,Other,,14,8
,,2/18/2024 11:03:07,Roll of Gauze,,1,,Bandages/gauze,,14,10
,,2/18/2024 11:03:55,Pediatric Medium Concentration Oxygen Mask,Teleflex,9,3/15/0028,Catheters/tubing,,14,8
,,2/18/2024 11:04:02,Ambu Bag,Ambu,1,,Other,,14,10
,,2/18/2024 11:04:08,Syringes ,No manufacturer listed,4 60 mL syringes,,Syringe/needles,,14,8
,,2/18/2024 11:04:36,Minor Dry Skin Prep Tray,Medline,1,2/28/2027,Surgical,,14,9
,,2/18/2024 11:04:37,Pump infusion Set (opened!),BD Alaris,1,11/28/2026,Surgical,,14,10
,,2/18/2024 11:05:03,Alcohol prep,Cardinal Health,11,,Hygiene,,14,10
,,2/18/2024 11:05:25,Stethoscope ,No manufacturer listed,1,,Diagnostic,,14,8
,,2/18/2024 11:05:26,Spinal Needle ,BD,3,1/31/2024,Syringe/needles,,14,8
,,2/18/2024 11:05:43,Surgical Tape,3M,1,,Surgical,,14,10
,,2/18/2024 11:05:51,White cloth gauze,No manufacturer listed,2 rolls,,Bandages/gauze,,14,10
,,2/18/2024 11:05:59,Urine Collection Bag,Conveen,1,5/29/2026,Catheters/tubing,Not sterile,14,10
,,2/18/2024 11:06:44,emesis bags,Medline,50,,Other,,P14,B7
,,2/18/2024 11:06:45,White cloth (surgical dressing?),No manufacturer listed,1 roll (4in wide - 6 feet),,Bandages/gauze,Cloth is loose and unlabeled ,14,10
,,2/18/2024 11:06:54,"Uncuffed Tracheal Tube, Murphy Eye, Oral/Nasal",Sheridan ,i ,11/7/2023,Catheters/tubing,,14,8
,,2/18/2024 11:06:54,Underpads,Cardinal Health,1,,Hygiene,Opened ,14,10
,,2/18/2024 11:06:55,Arm Sling,No manufacturer listed,2,,Other,,14,10
,,2/18/2024 11:07:47,Pressure Cuff (small adult),Dura-Cuf,1,,Diagnostic,,14,10
,,2/18/2024 11:08:06,Washclothes,Stryker,4,,Hygiene,,P14,B7
,,2/18/2024 11:08:28,Temperature Sensing,Medline,1,6/30/2025,Surgical,,14,11
,,2/18/2024 11:09:09,Syringe needles,No manufacturer listed,20,,Syringe/needles,Monoject syringe needles,14,10
,,2/18/2024 11:09:47,Reflex Skin Stapler ,ConMed,120,1/10/2028,Surgical,,14,13
,,2/18/2024 11:09:56,Foley Catheter,Bard Medical,1,2/28/2027,Catheters/tubing,,14,11
,,2/18/2024 11:10:30,Surgical Gloves,Molnycke Healthcare,7,3/28/2026,PPE,,P14,B7
,,2/18/2024 11:10:33,Reflex Skin Stapler ,ConMed,120,1/10/2028,Surgical,,14,14
,,2/18/2024 11:11:14,Reservoir set ,Amcor,1,7/15/2024,Other,,14,10
,,2/18/2024 11:11:18,Ulnar Nerve Protector,Cardinal Health,1,,Other,,P14,B7
,,2/18/2024 11:11:43,Safety Infusion Set,MiniLoc,1,9/11/2025,Catheters/tubing,,14,11
,,2/18/2024 11:12:31,Catheter tubing,No manufacturer listed,1,8/15/2025,Catheters/tubing,,14,10
,,2/18/2024 11:12:40,Urological Catheter,Bard Medical,1,5/31/2028,Catheters/tubing,,14,11
,,2/18/2024 11:13:13,Reflex Skin Stapler,ConMed ,120,1/10/0028,Surgical,,14,15
,,2/18/2024 11:14:03,Suction Catheters,Cardinal Health,5,,Catheters/tubing,,P14,B7
,,2/18/2024 11:14:37,Reflex Skin Stapler,ConMed,120,1/10/0028,Surgical,,14,16
,,2/18/2024 11:14:50,Yankaur Suction,ConMed,3,7/31/2028,Catheters/tubing,,P14,B7
,,2/18/2024 11:14:59,Grandfoam Silver Dressing,KCI,1,4/30/2025,Catheters/tubing,,14,11
,,2/18/2024 11:15:38,Foley Catheter,Bard,2,10/6/2026,Catheters/tubing,,P14,B7
,,2/18/2024 11:16:13,Alcohol Pads,McKesson,129,1/1/2024,Hygiene,,14,12
,,2/18/2024 11:16:23,Tracheal Tube,Teleflex Medical,2,9/18/2028,Catheters/tubing,,P14,B7
,,2/18/2024 11:16:45,USG piv kit,Medline,17,9/30/2025,Surgical,,14,11
,,2/18/2024 11:16:58,Nebulizer (w/ Pediatric Elongated Nebulizer Mask),Hudson RCI,21,11/14/2023,Other,"Non sterile, expired",14,12
,,2/18/2024 11:17:22,Oral/Nasal tracheal tube,Covidian ,1,7/27/2028,Catheters/tubing,,P14,B7
,,2/18/2024 11:17:29,Up-draft II Opti-never Nebulizer,Hudson RCI,92,12/3/2023,Catheters/tubing,,14,12
,,2/18/2024 11:17:43,SafetyGlide 1 ml Syringe,BD,17,1/31/2024,Syringe/needles,,14,12
,,2/18/2024 11:18:04,Radial Artery Catheter,Arrow international,1,8/31/2027,Catheters/tubing,,P14,B7
,,2/18/2024 11:18:42,Larygngeal Tracheal,Teleflex,1,9/18/2026,Catheters/tubing,,14,7
,,2/18/2024 11:18:44,Whitefoam Dressing,KCI,1,5/28/2025,PPE,,14,11
,,2/18/2024 11:19:20,Urine Specimen Collector,Hollister,2,,Diagnostic,Sterile ,14,12
,,2/18/2024 11:19:41,suction cap and glove kit,vyaire ,2,10/18/2026,Catheters/tubing,,14,7
,,2/18/2024 11:20:15,Insulin Syringe,BD,73,5/31/2028,Syringe/needles,,14,11
,,2/18/2024 11:20:25,TURY Set,ICU medical,1,5/1/2026,Catheters/tubing,,14,7
,,2/18/2024 11:20:50,Cotton Tipped Applicators,MediChoice,1000,12/30/2023,Other,,14,12
,,2/18/2024 11:21:11,Thoracic Catheter,Atrium Medical,1,1/10/2025,Catheters/tubing,,14,7
,,2/18/2024 11:21:49,Sterile Rayon Tipped Applicator,Puritan,24,9/1/2027,Hygiene,,14,12
,,2/18/2024 11:22:11,Closed Urethral Tray w/ Vinyl Catheter,Dover,1,7/1/2023,Catheters/tubing,"Sterile, unopened ",14,12
,,2/18/2024 11:22:34,P1 Surgical Gloves,Cardinal Health,7,12/31/0025,PPE,,14,17
,,2/18/2024 11:22:35,Swabs,FLOQSwabs,27,7/31/2023,Other,,14,14
,,2/18/2024 11:22:43,,Coloplast,1,10/1/2028,Catheters/tubing,,14,7
,,2/18/2024 11:22:55,Sterile Rayon Tipped Applicator,Puritan,25,1/1/2028,Other,,14,12
,,2/18/2024 11:22:58,Microbore Administration Set,Eitan Medical ,19,4/1/2025,Catheters/tubing,,14,11
,,2/18/2024 11:23:13,Swabs,FLOQSwabs,4,1/31/2025,Other,,14,14
,,2/18/2024 11:23:22,Aerosol Face Tent,Hudson RCI,1,,Other,Opened,14,12
,,2/18/2024 11:23:25,P1 Surgical Gloves,Cardinal Health,6,4/30/2025,PPE,,14,17
,,2/18/2024 11:23:44,Sterile Rayon Tipped Applicator,Puritan,23,9/1/2027,Other,,14,12
,,2/18/2024 11:23:51,BD Secondary Set,BD,2,11/8/2026,Catheters/tubing,,14,7
,,2/18/2024 11:23:51,Surgical Gloves,Molnlycke,34,1/28/2021,PPE,,14,12
,,2/18/2024 11:24:01,IV Catheter,BD,1,1/31/2024,Catheters/tubing,,14,14
,,2/18/2024 11:24:50,Safety Glide Needle,BD,39,5/31/2028,Syringe/needles,,14,17
,,2/18/2024 11:24:51,Single use scalpel,Lance,1,3/1/2024,Surgical,,14,14
,,2/18/2024 11:25:05,Forceps,Sklar,3,4/11/2026,Surgical,,14,7
,,2/18/2024 11:25:08,Swabs,FLOQSwabs,2,1/31/2024,Bandages/gauze,Loose,14,12
,,2/18/2024 11:25:17,Povidone Iodine Antiseptic Swabsticks,Dukal,13,1/29/0026,Hygiene,,14,17
,,2/18/2024 11:25:49,Fastrace ,ConMed,7,1/31/2024,Bandages/gauze,Quantity of sheets,14,12
,,2/18/2024 11:25:50,Surgical Gloves,Molnlycke,48,4/28/2026,Surgical,,14,11
,,2/18/2024 11:25:57,Suture removal kit,Medical Action Industries,1,11/29/2028,Surgical,,14,7
,,2/18/2024 11:26:07,Blood Collection Set,BD,2,,Diagnostic,Loose,14,12
,,2/18/2024 11:26:16,Catheter- straight tip pediatric,Coloplast,1,1/2/2024,Catheters/tubing,,14,14
,,2/18/2024 11:26:32,Scalpel,Bard Parker,1,2/29/2028,Surgical,,14,7
,,2/18/2024 11:27:01,WORD Bartholin Gland Catheter,Cooper Surgical,2,1/31/2024,Catheters/tubing,,14,12
,,2/18/2024 11:27:05,Steri strip,3M,1,2/1/2024,Bandages/gauze,,14,14
,,2/18/2024 11:27:31,Suture Kits,Ethicon,7,10/31/2027,Surgical,,14,7
,,2/18/2024 11:27:38,Gauze Sponges,Covidien,1,1/6/2025,Bandages/gauze,,14,12
,,2/18/2024 11:27:40,Cotton tipped applicators - non sterile,MediChoice,3 packs (100 per pack),12/30/2023,Other,One of the 3 packages is already opened,14,12
,,2/18/2024 11:27:48,Steristrip,3M,1,9/1/2023,Bandages/gauze,,14,12
,,2/18/2024 11:27:56,IV Catheter,BD,1,1/31/2024,Catheters/tubing,,14,14
,,2/18/2024 11:27:57,Safety Glide Needle (1 1/2 “),BD,35,2/29/0028,Syringe/needles,,14,17
,,2/18/2024 11:28:56,Syringes,BD,7,11/30/2027,Syringe/needles,,14,7
,,2/18/2024 11:29:40,Syringe,Covidian ,1,7/31/2028,Syringe/needles,,14,7
,,2/18/2024 11:29:46,Insyte-N Autoguard,BD,15,2/28/0025,Syringe/needles,,14,17
,,2/18/2024 11:29:46,Vacutainer ,BD,2,10/31/2024,,,14,17
,,2/18/2024 11:30:00,Surgical Caps,Halyard,~100,,PPE,,14,20
,,2/18/2024 11:30:10,Surgical cap,Halyard,100,,PPE,,14,19
,,2/18/2024 11:30:19,Shyringe,Avanos,1,9/27/2026,Syringe/needles,,14,7
,,2/18/2024 11:30:59,Syringe Caps,Covidian,1,8/31/2028,Syringe/needles,,14,7
,,2/18/2024 11:31:17,Staple Removal Kit,MediChoice,11,11/20/0023,Surgical,,14,17
,,2/18/2024 11:31:29,Syringes,BD,12,10/31/2028,Syringe/needles,,14,7
,,2/18/2024 11:31:52,Abdominal Binder,Dale,1,,Other,,14,18
,,2/18/2024 11:32:04,Cohesive bandages ,Medichoice,24 rolls,7/14/2026,Bandages/gauze,,14,21
,,2/18/2024 11:32:28,Guaze,No manufacturer listed,100,,Bandages/gauze,,14,18
,,2/18/2024 11:32:32,Safety Infusion Set,MiniLoc,32,2/11/2026,Syringe/needles,,14,21
,,2/18/2024 11:32:39,Safety Glide,BD,9,3/31/2027,Syringe/needles,,14,17
,,2/18/2024 11:32:40,Disposable Syringes (10ml),Nipro,500,,Syringe/needles,,14,21
,,2/18/2024 11:32:41,secondary set,BD,2,10/3/2026,Catheters/tubing,,14,7
,,2/18/2024 11:33:03,Band Aid,Covidien,1,,Other,,14,17
,,2/18/2024 11:33:25,Blood Viles,BD,15,1/31/2024,Diagnostic,,14,18
,,2/18/2024 11:33:33,Luer Lock to Urethra Tip Adapter,Baxter,39,3/31/2026,Other,,14,21
,,2/18/2024 11:34:05,Tubing Arterial Pressure,ICU Medical,1,11/1/2026,Catheters/tubing,,14,7
,,2/18/2024 11:34:09,Safety Infusion set,Bard,1,7/10/2026,Catheters/tubing,,14,18
,,2/18/2024 11:34:20,Female Foley Adaptor,Cook Med,8,9/14/2026,Catheters/tubing,,14,21
,,2/18/2024 11:34:43,Safetyglide needle,BD,1,1/31/2028,Syringe/needles,,14,18
,,2/18/2024 11:34:51,10 ml Syringe,BD,4,9/30/2028,Syringe/needles,,14,21
,,2/18/2024 11:35:44,Mic Peg Replacement Feeding Adaptor,Avanos,2,10/9/2025,Other,,14,21
,,2/18/2024 11:35:53,Microbore infusion set with vented/non vented spike,Elton medical sapphire,1,7/1/2026,Surgical,,14,21
,,2/18/2024 11:35:58,Sinus-pak drawstring ,Merocel,2,10/6/2025,Catheters/tubing,,14,18
,,2/18/2024 11:37:25,Skin and Nasal Antiseptic swabs,3M,4,,Hygiene,,14,18
,,2/18/2024 11:37:56,Specimen Bags,No manufacturer listed,400,,Diagnostic,,14,18
,,2/18/2024 11:38:32,Safety Infusion Set,Bard,2,12/6/2025,Catheters/tubing,,14,7
,,2/18/2024 11:38:36,Cervical collar,Aspen,1,,Other,,14,23
,,2/18/2024 11:39:05,Residual leg limb sock for prosthetic ,No manufacturer listed,1,,Other,Size 5 - labeled “RK”,14,23
,,2/18/2024 11:39:11,Microbore Administration Set,Eitan Medical,9,4/1/2025,Catheters/tubing,,14,18
,,2/18/2024 11:39:15,Inner Cannula,Covidian ,5,5/4/2028,Catheters/tubing,,14,7
,,2/18/2024 11:39:36,Central venous tray- triple lumen polyurethane catheter,Cook Med,1,1/12/2024,Catheters/tubing,,14,23
,,2/18/2024 11:39:56,Dressing ,Dukal Corp,8,,PPE,,14,18
,,2/18/2024 11:40:02,Gravity Feeding Bag,Covidian,1,2/28/2027,Other,,14,7
,,2/18/2024 11:41:16,Child CPR-2 Bag,Mercury Medical,1,1/18/2027,Catheters/tubing,,14,18
,,2/18/2024 11:41:20,Foam Swabs + Tray (3 foam swabs per tray),No manufacturer listed,7 trays,,Other,,14,22
,,2/18/2024 11:41:40,Bra (36B US) - front opening - breast feeding,Mara SB FC,1,,Other,,14,23
,,2/18/2024 11:41:48,Arterial Pressure tubing,ICU medical,2,11/1/2026,Catheters/tubing,,14,7
